ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Bighorn Canyon NRA,BICA,National Recreation Area,Intermountain ,MT,2022,11,"4,877",225,"16,128",225,0,0,0,8,0,0,0,Bighorn Canyon NRA,BICA,National Recreation Area,Intermountain ,MT,2022,"217,660","6,900","925,499","3,447",0,0,"2,003","8,605",401,0,0
Bighorn Canyon NRA,BICA,National Recreation Area,Intermountain ,MT,2022,12,"3,585",225,"11,665",225,0,0,0,0,0,0,0,Bighorn Canyon NRA,BICA,National Recreation Area,Intermountain ,MT,2022,"217,660","6,900","925,499","3,447",0,0,"2,003","8,605",401,0,0
Biscayne NP,BISC,National Park,Southeast ,FL,2022,1,"55,096",0,"176,354",0,0,0,379,0,0,0,82,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,2,"62,829",0,"204,376",0,0,0,543,0,0,0,119,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,3,"64,243",0,"206,122",0,0,0,348,0,0,0,210,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,4,"63,574",0,"200,611",0,0,0,291,0,0,0,121,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,5,"70,048",0,"217,610",0,0,0,237,0,0,0,74,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,6,"54,233",0,"164,282",0,0,0,57,0,0,0,9,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,7,"68,066",0,"208,495",0,0,0,170,0,0,0,9,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,8,"52,652",0,"159,709",0,0,0,64,0,0,0,9,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,9,"45,857",0,"140,187",0,0,0,105,0,0,0,4,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,10,"44,757",0,"136,048",0,0,0,44,0,0,0,30,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,11,"54,538",0,"165,608",0,0,0,8,0,0,0,75,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Biscayne NP,BISC,National Park,Southeast ,FL,2022,12,"65,130",0,"197,526",0,0,0,21,0,0,0,68,Biscayne NP,BISC,National Park,Southeast ,FL,2022,"701,023",0,"2,176,928",0,0,0,"2,267",0,0,0,810
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,1,"7,260",0,"17,787",0,0,0,6,17,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,2,"6,088",0,"16,069",0,0,0,11,28,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,3,"9,127",0,"19,426",0,0,0,24,42,7,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,4,"13,755",0,"41,994",0,0,0,197,333,14,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,5,"30,145",0,"199,732",0,0,0,"1,510","1,306",291,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,6,"31,658",0,"269,793",0,0,0,"2,777","2,712",448,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,7,"50,608",0,"341,865",0,0,0,"3,400","2,676",232,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,8,"50,031",0,"310,091",0,0,0,"2,510","2,151",362,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,9,"42,758",0,"293,193",0,0,0,"2,865","2,261",226,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,10,"23,413",0,"109,406",0,0,0,"1,374","1,247",101,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,11,"17,257",0,"36,884",0,0,0,166,122,0,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,12,"15,157",0,"31,254",0,0,0,14,50,4,0,0,Black Canyon of the Gunnison NP,BLCA,National Park,Intermountain ,CO,2022,"297,257",0,"1,687,494",0,0,0,"14,854","12,945","1,685",0,0
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,1,"261,756","161,855","1,572,237","161,855",0,0,0,0,14,0,57,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,2,"525,156","161,855","3,153,193","161,855",0,0,0,0,34,0,60,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,3,"782,472","161,855","4,696,366","161,855",0,0,0,0,64,0,0,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,4,"1,114,958","161,855","6,750,443","161,855","2,033",0,131,213,101,0,51,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,5,"1,453,953","161,855","9,009,728","161,855","5,381",0,"4,088","2,143",175,0,130,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,6,"1,798,134","161,855","11,448,037","161,855","5,798",0,"13,561","7,843",136,0,130,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,7,"1,852,622","161,855","11,813,870","161,855","5,255",0,"14,540","8,951",166,0,177,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,8,"1,817,216","161,855","11,461,467","161,855","5,558",0,"10,383","6,985",97,0,234,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,9,"1,939,023","161,855","12,147,928","161,855","5,663",0,"9,148","6,239",124,0,234,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,10,"2,179,741","161,855","13,800,224","161,855","6,249",0,"13,301","10,101",193,0,230,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,11,"1,226,511","161,855","7,367,656","161,855",335,0,0,0,13,0,10,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,12,"759,462","161,855","4,556,919","161,855",0,0,0,0,0,0,6,Blue Ridge PKWY,BLRI,National Parkway,Southeast ,NC,2022,"15,711,004","1,942,260","97,778,068","971,136","36,272",0,"65,152","42,475","1,117",0,"1,319"
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,1,0,0,0,0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,2,0,0,0,0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,3,0,0,0,0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,4,0,0,0,0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,5,809,0,"2,022",0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,6,"3,080",0,"7,700",0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,7,"3,519",0,"8,798",0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,8,"3,368",0,"8,420",0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,9,"2,270",0,"5,675",0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,10,"1,067",0,"2,668",0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,11,0,0,0,0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,12,0,0,0,0,0,0,0,0,0,0,0,Bluestone NSR,BLUE,National Wild & Scenic River,Northeast ,WV,2022,"14,113",0,"35,283",0,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,1,829,7,829,7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,2,761,7,761,7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,3,"1,313",7,"1,537",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,4,"2,069",7,"2,205",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,5,"2,285",7,"2,759",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,6,"2,340",7,"2,674",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,7,"2,519",7,"2,735",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,8,"2,454",7,"2,454",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,9,"1,222",7,"1,248",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,10,"2,245",7,"3,111",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,11,"1,287",7,"1,287",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,12,"1,072",7,"1,072",7,0,0,0,0,0,0,0,Booker T. Washington NM,BOWA,National Monument,Northeast ,VA,2022,"20,396",84,"22,672",12,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,1,787,0,"1,574",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,2,"1,158",0,"2,316",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,3,"4,098",0,"8,196",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,4,"6,120",0,"12,240",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,5,"38,032",0,"76,064",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,6,"100,146",0,"200,292",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,7,"92,841",0,"185,682",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,8,"84,277",0,"168,554",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,9,"34,623",0,"69,246",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,10,"15,881",0,"31,762",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,11,"7,317",0,"14,634",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,12,"5,485",0,"10,970",0,0,0,0,0,0,0,0,Boston African American NHS,BOAF,National Historic Site,Northeast ,MA,2022,"390,765",0,"781,530",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,1,0,0,0,0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,2,0,0,0,0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,3,0,0,0,0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,4,0,0,0,0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,5,"4,424",0,"1,106",0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,6,"4,187",0,"1,047",0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,7,"6,994",0,"1,748",0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,8,"6,418",0,"1,604",0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,9,"5,052",0,"1,263",0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,10,"2,166",0,542,0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,11,0,0,0,0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,12,0,0,0,0,0,0,0,0,0,0,0,Boston Harbor Islands NRA,BOHA,National Recreation Area,Northeast ,,2022,"29,241",0,"7,310",0,0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,1,"24,889","3,240","12,279","3,240",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,2,"38,737","3,420","21,903","3,420",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,3,"82,891","3,960","52,945","3,960",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,4,"154,278","4,140","103,122","4,140",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,5,"167,603","4,320","171,061","4,320",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,6,"266,262","4,500","277,005","4,500",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,7,"350,959","5,040","363,336","5,040",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,8,"276,301","4,680","280,280","4,680",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,9,"253,262","4,860","237,077","4,860",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,10,"285,501","4,320","187,876","4,320",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,11,"129,846","3,600","73,175","3,600",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,12,"92,717","3,960","44,612","3,960",0,0,0,0,0,0,0,Boston NHP,BOST,National Historical Park,Northeast ,MA,2022,"2,123,246","50,040","1,824,671","8,506",0,0,0,0,0,0,0
Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,1,264,0,528,0,0,0,0,0,0,0,0,Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,"15,564",0,"31,128",0,0,0,0,0,0,0,0
Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,2,613,0,"1,226",0,0,0,0,0,0,0,0,Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,"15,564",0,"31,128",0,0,0,0,0,0,0,0
Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,3,"1,308",0,"2,616",0,0,0,0,0,0,0,0,Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,"15,564",0,"31,128",0,0,0,0,0,0,0,0
Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,4,"1,390",0,"2,780",0,0,0,0,0,0,0,0,Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,"15,564",0,"31,128",0,0,0,0,0,0,0,0
Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,5,"1,524",0,"3,048",0,0,0,0,0,0,0,0,Brown v. Board of Education NHP,BRVB,National Historical Park,Midwest ,KS,2022,"15,564",0,"31,128",0,0,0,0,0,0,0,0
